round,prompt_tokens,cached_tokens,uncached_tokens,completion_tokens,reasoning_tokens,ttft_ms,duration_ms,tok_s_end_to_end,tok_s_decode_est
85,127430,126976,454,152,0,,4053,37.5,
86,127777,127232,545,2041,1930,1088,55625,36.7,37.4
87,129876,127744,2132,136,0,,5153,26.4,
88,130135,129792,343,1002,350,897,19299,51.9,54.5
89,131195,130048,1147,357,0,,6473,55.2,
90,131610,131072,538,136,0,,3851,35.3,
91,131800,131584,216,252,117,863,6792,37.1,42.5
92,132583,131584,999,151,55,1190,3904,38.7,55.6
93,133026,132352,674,6365,4429,1175,153233,41.5,41.9
94,139458,132864,6594,485,0,,14289,33.9,
95,140010,139264,746,292,160,1105,6865,42.5,50.7
96,140352,139776,576,60,0,,1651,36.3,
97,140430,139776,654,60,0,,1823,32.9,
98,140532,140288,244,90,29,770,2097,42.9,67.8
99,140664,140288,376,60,0,,1579,38.0,
100,140740,140544,196,83,24,751,1817,45.7,77.9
101,140841,140544,297,68,0,,46676,1.5,
102,140922,140544,378,60,0,,1523,39.4,
103,141000,140800,200,109,0,,2860,38.1,
104,143160,140800,2360,1456,584,2506,32202,45.2,49.0
105,144677,143104,1573,208,94,1790,6882,30.2,40.8
106,144943,144640,303,272,164,824,6174,44.1,50.8
107,145265,144896,369,60,0,,1541,38.9,
108,145343,144896,447,60,0,,1689,35.5,
109,145445,145152,293,116,0,,3001,38.7,
110,145732,145408,324,160,54,804,3659,43.7,56.0
111,145942,145664,278,177,0,,33155,5.3,
112,146146,145920,226,87,26,876,2067,42.1,73.0
113,146249,145920,329,147,0,,34518,4.3,
114,146419,146176,243,60,0,,1519,39.5,
115,146497,146176,321,427,354,795,14518,29.4,31.1
116,147945,146432,1513,216,83,1958,6895,31.3,43.8
117,148198,147712,486,188,0,,5597,33.6,
118,148418,147968,450,264,119,885,6330,41.7,48.5
119,148798,148224,574,134,82,960,4419,30.3,38.7
120,148959,148736,223,66,0,,14142,4.7,
121,149585,148736,849,870,885,1153,25216,34.5,36.2
122,150482,149504,978,65,0,,15679,4.1,
123,151212,150272,940,128,62,1209,3471,36.9,56.6
124,151371,151040,331,67,0,,16820,4.0,
125,152089,151296,793,269,138,1247,6609,40.7,50.2
126,152417,152064,353,1016,970,913,27815,36.5,37.8
127,153448,152320,1128,125,0,,3263,38.3,
128,153623,153344,279,60,0,,1517,39.6,
129,153701,153344,357,110,0,,3079,35.7,
130,153869,153600,269,1203,1144,872,29948,40.2,41.4
131,155122,153856,1266,119,0,,15615,7.6,
132,155260,154880,380,123,54,898,3337,36.9,50.4
133,155410,155136,274,66,0,,3572,18.5,
134,155537,155136,401,93,26,925,13548,6.9,7.4
135,155644,155392,252,69,0,,5769,12.0,
136,155840,155392,448,1915,873,904,38363,49.9,51.1
137,157998,155648,2350,225,129,2561,8136,27.7,40.4
