round,prompt_tokens,cached_tokens,uncached_tokens,completion_tokens,reasoning_tokens,ttft_ms,duration_ms,tok_s_end_to_end,tok_s_decode_est
59,123423,121600,1823,254,39,1395,5943,42.7,55.8
60,123742,121600,2142,884,76,1493,18809,47.0,51.1
61,124750,121600,3150,3768,3674,1847,93862,40.1,40.9
62,129102,126400,2702,1562,20,1759,29584,52.8,56.1
63,130806,128000,2806,1480,60,1843,28074,52.7,56.4
64,132426,129600,2826,1865,261,1895,39143,47.6,50.1
65,134428,131200,3228,467,285,2274,12874,36.3,44.1
66,135003,132800,2203,294,27,1522,6908,42.6,54.6
67,135362,132800,2562,220,107,1943,20618,10.7,11.8
68,136146,132800,3346,271,157,2222,8625,31.4,42.3
69,136431,132800,3631,179,39,2296,5770,31.0,51.5
70,138075,134400,3675,706,605,2156,19649,35.9,40.4
71,139267,134400,4867,632,542,3115,17243,36.7,44.7
72,140412,136000,4412,1719,775,2586,40594,42.3,45.2
73,142200,137600,4600,465,378,2751,13864,33.5,41.8
74,142783,140800,1983,2042,344,1451,37189,54.9,57.1
75,144966,142400,2566,722,285,1722,16128,44.8,50.1
76,145813,144000,1813,1671,38,1484,29498,56.6,59.6
77,147621,145600,2021,167,70,1544,6348,26.3,34.8
78,148003,145600,2403,753,500,1650,19644,38.3,41.8
79,148822,145600,3222,152,55,2085,6262,24.3,36.4
80,149823,147200,2623,603,395,1747,18704,32.2,35.6
81,152219,147200,5019,688,424,3419,22011,31.3,37.0
82,154747,150400,4347,653,229,2816,16843,38.8,46.6
83,155469,150400,5069,143,40,3129,6385,22.4,43.9
84,155940,153600,2340,387,260,1695,11133,34.8,41.0
85,156514,153600,2914,2275,1251,2005,51965,43.8,45.5
86,158858,156800,2058,230,125,1615,7427,31.0,39.6
87,159171,156800,2371,131,29,1853,4424,29.6,51.0
88,159884,156800,3084,1676,1430,2119,42282,39.6,41.7
89,161943,158400,3543,3427,2648,2186,88627,38.7,39.6
90,165435,163200,2235,775,269,1855,16252,47.7,53.8
91,166269,163200,3069,1330,164,2088,25978,51.2,55.7
92,167664,164800,2864,515,179,2036,12060,42.7,51.4
93,168244,166400,1844,357,82,1488,8395,42.5,51.7
94,168718,166400,2318,147,49,1829,4296,34.2,59.6
95,169539,166400,3139,433,43,2054,10447,41.4,51.6
96,170036,168000,2036,432,287,1706,11020,39.2,46.4
97,170881,168000,2881,437,177,2050,9866,44.3,55.9
98,171382,169600,1782,202,103,1511,5703,35.4,48.2
99,172849,169600,3249,230,157,2129,8713,26.4,34.9
100,173418,171200,2218,825,160,1753,16505,50.0,55.9
101,174361,171200,3161,130,31,2121,4393,29.6,57.2
102,175095,171200,3895,670,235,2702,15823,42.3,51.1
103,175829,172800,3029,704,125,2249,14877,47.3,55.7
104,176651,174400,2251,752,196,1680,15978,47.1,52.6
105,177521,174400,3121,168,69,2095,5201,32.3,54.1
106,178538,176000,2538,972,241,1841,18833,51.6,57.2
107,179628,177600,2028,307,62,1603,7413,41.4,52.8
108,180821,177600,3221,629,39,2123,12828,49.0,58.8
109,181568,179200,2368,361,26,1799,7875,45.8,59.4
110,181993,179200,2793,506,131,2079,13077,38.7,46.0
111,182735,179200,3535,558,421,2657,15246,36.6,44.3
112,183357,180800,2557,705,269,2051,16749,42.1,48.0
113,184180,182400,1780,207,70,1579,7557,27.4,34.6
114,184510,182400,2110,882,835,1704,28011,31.5,33.5
115,185429,182400,3029,82,13,2159,21566,3.8,4.2
116,186224,182400,3824,2448,1457,2454,57191,42.8,44.7
117,188737,184000,4737,373,144,3089,10726,34.8,48.8
118,189175,187200,1975,257,210,1652,8734,29.4,36.3
119,189469,187200,2269,116,65,1797,16329,7.1,8.0
120,189602,187200,2402,76,25,1898,17340,4.4,4.9
121,189695,187200,2495,790,694,1858,25259,31.3,33.8
122,190519,188800,1719,660,566,1773,17608,37.5,41.7
123,191202,188800,2402,111,33,1981,5532,20.1,31.3
124,191443,188800,2643,2523,177,2034,47852,52.7,55.1
125,193994,192000,1994,2572,212,1777,47216,54.5,56.6
126,196630,193600,3030,178,77,2146,25086,7.1,7.8
127,197318,195200,2118,3703,2780,1744,95618,38.7,39.4
128,201084,198400,2684,124,24,2056,16435,7.5,8.6
129,201469,198400,3069,1709,1557,2413,46860,36.5,38.5
130,203243,200000,3243,268,167,2347,9060,29.6,39.9
131,204173,201600,2573,218,102,2093,6802,32.0,46.3
132,204483,201600,2883,1890,1284,2444,46255,40.9,43.1
133,206437,201600,4837,120,27,3234,5476,21.9,53.5
134,207297,204800,2497,960,133,2087,19399,49.5,55.5
135,208316,204800,3516,190,89,2608,12065,15.7,20.1
136,208997,206400,2597,2934,2669,2093,83529,35.1,36.0
137,211995,209600,2395,373,269,1907,20590,18.1,20.0
138,212585,209600,2985,1518,862,2286,35327,43.0,45.9
139,214223,211200,3023,3076,98,2196,57363,53.6,55.8
140,217364,214400,2964,167,66,2395,37433,4.5,4.8
141,218212,214400,3812,254,152,2707,10589,24.0,32.2
142,218495,216000,2495,241,94,2220,7478,32.2,45.8
143,219045,216000,3045,295,195,2287,10934,27.0,34.1
144,219369,216000,3369,157,63,2548,6215,25.3,42.8
145,219582,217600,1982,1685,820,1751,41772,40.3,42.1
146,221331,217600,3731,408,30,2787,55407,7.4,7.8
147,221820,219200,2620,82,31,2124,3927,20.9,45.5
148,221947,219200,2747,87,25,2170,27855,3.1,3.4
149,222795,219200,3595,103,52,2666,4739,21.7,49.7
150,222942,219200,3742,90,20,2697,29864,3.0,3.3
151,155517,3200,152317,500,336,62379,74887,6.7,40.0
152,156077,152000,4077,375,126,2799,12117,30.9,40.2
