round,prompt_tokens,cached_tokens,uncached_tokens,completion_tokens,reasoning_tokens,ttft_ms,duration_ms,tok_s_end_to_end,tok_s_decode_est
49,92846,91648,1198,505,376,1719,14147,35.7,40.6
50,93652,92672,980,124,25,1203,3031,40.9,67.8
51,94233,93440,793,141,36,962,3419,41.2,57.4
52,94764,93440,1324,2926,2613,1658,77402,37.8,38.6
53,97700,94208,3492,179,22,3351,7081,25.3,48.0
54,98168,97536,632,111,16,982,2634,42.1,67.2
55,99023,98048,975,264,43,2522,7249,36.4,55.8
56,99313,98816,497,1289,29,1039,23662,54.5,57.0
57,100636,99072,1564,390,47,1640,7888,49.4,62.4
58,101054,99072,1982,243,9,2767,7436,32.7,52.0
59,101330,100864,466,589,425,863,27330,21.6,22.3
60,103540,101120,2420,541,422,2497,14999,36.1,43.3
61,104840,103424,1416,2579,2217,1623,69308,37.2,38.1
62,107444,104704,2740,280,153,2548,8791,31.9,44.9
63,110752,107264,3488,5269,4984,3292,142682,36.9,37.8
64,116369,110592,5777,1193,890,4860,31960,37.3,44.0
65,117591,116224,1367,712,401,1616,20138,35.4,38.4
66,118331,117504,827,90,0,,2998,30.0,
67,118517,117504,1013,2078,1910,1200,52297,39.7,40.7
68,121039,118272,2767,89,0,,3718,23.9,
69,121729,120832,897,958,688,1195,24875,38.5,40.5
70,122715,121600,1115,90,0,,3259,27.6,
71,122982,122624,358,839,462,881,18764,44.7,46.9
72,123850,122880,970,159,44,1397,4320,36.8,54.4
73,124067,123648,419,765,62,914,11377,67.2,73.1
74,125115,123904,1211,188,56,1511,4430,42.4,64.4
75,125374,124928,446,91,14,1036,2627,34.6,57.2
76,125529,125184,345,271,49,784,25244,10.7,11.1
77,125837,125440,397,327,197,810,13999,23.4,24.8
78,126398,125696,702,336,237,1139,10363,32.4,36.4
79,126755,126208,547,173,58,911,8695,19.9,22.2
80,126969,126208,761,321,80,1052,6793,47.3,55.9
81,127790,126720,1070,566,363,1472,13832,40.9,45.8
82,128450,126976,1474,342,208,5672,12959,26.4,46.9
83,128828,128256,572,152,80,940,4181,36.4,46.9
84,129029,128256,773,113,33,1095,3241,34.9,52.7
85,129602,128256,1346,261,139,2629,8028,32.5,48.3
86,130328,128256,2072,1431,1523,3342,42711,33.5,36.3
87,131808,128256,3552,88,23,8463,9940,8.9,59.6
88,132353,131584,769,190,54,2158,5061,37.5,65.4
89,132631,131584,1047,95,22,1905,3524,27.0,58.7
90,133094,131584,1510,3449,2782,2476,80709,42.7,44.1
91,136569,132864,3705,514,438,3704,17190,29.9,38.1
92,137164,136448,716,131,58,1625,4350,30.1,48.1
93,140037,136960,3077,276,165,8874,14628,18.9,48.0
94,140515,139264,1251,644,320,1922,15474,41.6,47.5
95,141185,140288,897,115,47,1608,3712,31.0,54.7
96,141348,141056,292,93,14,1101,2613,35.6,61.5
97,141801,141056,745,519,483,1686,16450,31.6,35.2
98,142365,141568,797,77,0,,2996,25.7,
99,142804,141568,1236,215,127,2352,6739,31.9,49.0
100,143069,142592,477,81,10,1233,2403,33.7,69.2
101,143512,142848,664,316,200,2295,7715,41.0,58.3
102,143925,143360,565,174,38,1396,5875,29.6,38.8
103,144147,143360,787,564,478,4162,18027,31.3,40.7
104,144784,143360,1424,1091,949,2443,31053,35.1,38.1
105,145914,144640,1274,140,27,4455,7969,17.6,39.8
