round,prompt_tokens,cached_tokens,uncached_tokens,completion_tokens,reasoning_tokens,ttft_ms,duration_ms,tok_s_end_to_end,tok_s_decode_est
39,65931,64000,1931,319,207,1126,8454,37.7,43.5
40,66277,64000,2277,818,22,1281,18014,45.4,48.9
41,67130,64000,3130,122,16,1617,4121,29.6,48.7
42,67381,65600,1781,236,144,1070,6327,37.3,44.9
43,67644,65600,2044,135,33,1182,4273,31.6,43.7
44,67830,65600,2230,169,53,1256,4713,35.9,48.9
45,68325,65600,2725,1379,1217,1459,36949,37.3,38.9
46,69832,67200,2632,208,88,1403,5236,39.7,54.3
47,70064,67200,2864,2126,1994,1624,58725,36.2,37.2
48,72754,67200,5554,388,238,2588,12587,30.8,38.8
49,73325,68800,4525,1511,1432,2299,42470,35.6,37.6
50,74920,70400,4520,273,24,2223,7311,37.3,53.7
51,75223,72000,3223,482,392,1618,11739,41.1,47.6
52,75906,73600,2306,345,195,1356,9147,37.7,44.3
53,76730,73600,3130,565,207,1672,13455,42.0,48.0
54,77333,73600,3733,681,97,2004,15472,44.0,50.6
55,78052,75200,2852,1279,937,1554,33066,38.7,40.6
56,79358,76800,2558,627,27,1527,11683,53.7,61.7
57,80015,76800,3215,1104,639,1647,24749,44.6,47.8
58,81157,78400,2757,501,106,1855,11528,43.5,51.8
59,81696,80000,1696,550,101,1112,12107,45.4,50.0
60,82283,80000,2283,344,234,1440,24181,14.2,15.1
61,82796,80000,2796,479,312,1677,12829,37.3,43.0
62,83651,81600,2051,313,152,1278,8289,37.8,44.6
63,83987,81600,2387,127,31,1367,4701,27.0,38.1
64,86219,81600,4619,2127,1813,2233,59522,35.7,37.1
65,88410,86400,2010,1468,1385,1303,40287,36.4,37.7
66,89895,88000,1895,358,27,1211,8661,41.3,48.1
67,90325,88000,2325,774,336,1399,20353,38.0,40.8
68,92831,88000,4831,417,39,2461,10399,40.1,52.5
69,93324,89600,3724,620,313,2090,17852,34.7,39.3
70,94904,91200,3704,1041,704,1930,28310,36.8,39.5
71,96036,91200,4836,800,360,2620,21297,37.6,42.8
72,96913,92800,4113,872,755,2260,25837,33.8,37.0
73,98097,94400,3697,123,15,2110,4469,27.5,52.1
74,98550,96000,2550,305,23,1535,7049,43.3,55.3
75,98885,96000,2885,120,11,1825,4347,27.6,47.6
76,99595,96000,3595,880,691,2001,22788,38.6,42.3
77,100751,97600,3151,247,40,1776,6015,41.1,58.3
78,101027,97600,3427,210,114,2229,7124,29.5,42.9
79,101647,99200,2447,1234,1020,1486,32647,37.8,39.6
80,102908,100800,2108,326,109,1317,8080,40.3,48.2
81,103263,100800,2463,190,94,1611,6170,30.8,41.7
82,103536,100800,2736,198,65,1689,6275,31.6,43.2
83,103867,100800,3067,191,88,1853,6604,28.9,40.2
84,104086,102400,1686,244,124,1410,7262,33.6,41.7
85,104418,102400,2018,276,160,1513,7499,36.8,46.1
86,104891,102400,2491,210,153,1482,6555,32.0,41.4
87,105515,102400,3115,400,287,1729,11278,35.5,41.9
88,105971,104000,1971,64,17,1325,10633,6.0,6.9
89,106049,104000,2049,55,16,1398,2439,22.6,52.8
90,108312,104000,4312,1162,991,2375,32637,35.6,38.4
91,109519,105600,3919,328,46,2375,9013,36.4,49.4
92,110122,107200,2922,252,176,1839,8576,29.4,37.4
93,110407,107200,3207,224,161,1795,7558,29.6,38.9
94,110774,108800,1974,192,90,1471,5775,33.2,44.6
95,111042,108800,2242,404,357,1527,15371,26.3,29.2
96,111935,108800,3135,446,310,1755,19442,22.9,25.2
97,113749,110400,3349,953,769,1881,25916,36.8,39.7
98,114731,112000,2731,455,264,1616,14896,30.5,34.3
99,115296,112000,3296,536,447,1885,15351,34.9,39.8
100,115851,112000,3851,97,27,2231,6235,15.6,24.2
101,115962,113600,2362,71,21,1505,2737,25.9,57.6
102,116065,113600,2465,241,39,1556,7334,32.9,41.7
